DATAFLOW,LAST UPDATE,freq,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,CZ:Czechia,2019,12.1,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,CZ:Czechia,2020,11.5,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,CZ:Czechia,2021,10.7,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,CZ:Czechia,2022,11.8,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,DE:Germany,2014,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,DE:Germany,2015,20.0,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,DE:Germany,2016,19.8,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,DE:Germany,2017,18.8,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,DE:Germany,2018,18.5,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,DE:Germany,2019,17.3,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,DE:Germany,2020,20.4,b
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,DE:Germany,2021,21.0,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,DE:Germany,2022,20.9,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,DK:Denmark,2014,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,DK:Denmark,2015,18.6,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,DK:Denmark,2016,17.5,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,DK:Denmark,2017,17.8,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,DK:Denmark,2018,17.5,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,DK:Denmark,2019,17.3,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,DK:Denmark,2020,16.8,b
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,DK:Denmark,2021,17.3,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,DK:Denmark,2022,17.1,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EA19:Euro area - 19 countries  (2015-2022),2014,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EA19:Euro area - 19 countries  (2015-2022),2015,23.0,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EA19:Euro area - 19 countries  (2015-2022),2016,22.8,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EA19:Euro area - 19 countries  (2015-2022),2017,21.7,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EA19:Euro area - 19 countries  (2015-2022),2018,21.4,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EA19:Euro area - 19 countries  (2015-2022),2019,20.8,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EA19:Euro area - 19 countries  (2015-2022),2020,21.6,b
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EA19:Euro area - 19 countries  (2015-2022),2021,21.9,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EA19:Euro area - 19 countries  (2015-2022),2022,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EA20:Euro area – 20 countries (from 2023),2014,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EA20:Euro area – 20 countries (from 2023),2015,23.0,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EA20:Euro area – 20 countries (from 2023),2016,22.8,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EA20:Euro area – 20 countries (from 2023),2017,21.8,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EA20:Euro area – 20 countries (from 2023),2018,21.4,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EA20:Euro area – 20 countries (from 2023),2019,20.7,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EA20:Euro area – 20 countries (from 2023),2020,21.6,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EA20:Euro area – 20 countries (from 2023),2021,22.0,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EA20:Euro area – 20 countries (from 2023),2022,21.8,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EE:Estonia,2014,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EE:Estonia,2015,23.6,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EE:Estonia,2016,23.1,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EE:Estonia,2017,23.3,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EE:Estonia,2018,23.6,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EE:Estonia,2019,23.7,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EE:Estonia,2020,22.8,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EE:Estonia,2021,22.2,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EE:Estonia,2022,25.2,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EL:Greece,2014,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EL:Greece,2015,32.4,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EL:Greece,2016,32.6,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EL:Greece,2017,32.2,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EL:Greece,2018,30.3,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EL:Greece,2019,29.0,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EL:Greece,2020,27.4,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EL:Greece,2021,28.3,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EL:Greece,2022,26.3,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,ES:Spain,2014,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,ES:Spain,2015,28.7,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,ES:Spain,2016,28.8,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,ES:Spain,2017,27.5,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,ES:Spain,2018,27.3,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,ES:Spain,2019,26.2,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,ES:Spain,2020,27.0,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,ES:Spain,2021,27.8,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,ES:Spain,2022,26.0,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,"EU:European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2014,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,"EU:European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,23.9,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,"EU:European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,23.4,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,"EU:European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,22.3,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,"EU:European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,21.8,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,"EU:European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,21.1,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,"EU:European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2020,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,"EU:European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2021,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,"EU:European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2022,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EU27_2007:European Union - 27 countries (2007-2013),2014,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EU27_2007:European Union - 27 countries (2007-2013),2015,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EU27_2007:European Union - 27 countries (2007-2013),2016,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EU27_2007:European Union - 27 countries (2007-2013),2017,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EU27_2007:European Union - 27 countries (2007-2013),2018,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EU27_2007:European Union - 27 countries (2007-2013),2019,21.3,e
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EU27_2007:European Union - 27 countries (2007-2013),2020,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EU27_2007:European Union - 27 countries (2007-2013),2021,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EU27_2007:European Union - 27 countries (2007-2013),2022,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EU27_2020:European Union - 27 countries (from 2020),2014,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EU27_2020:European Union - 27 countries (from 2020),2015,24.0,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EU27_2020:European Union - 27 countries (from 2020),2016,23.7,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EU27_2020:European Union - 27 countries (from 2020),2017,22.4,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EU27_2020:European Union - 27 countries (from 2020),2018,21.7,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EU27_2020:European Union - 27 countries (from 2020),2019,21.1,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EU27_2020:European Union - 27 countries (from 2020),2020,21.6,b
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EU27_2020:European Union - 27 countries (from 2020),2021,21.7,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EU27_2020:European Union - 27 countries (from 2020),2022,21.6,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EU28:European Union - 28 countries (2013-2020),2014,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EU28:European Union - 28 countries (2013-2020),2015,23.9,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EU28:European Union - 28 countries (2013-2020),2016,23.4,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EU28:European Union - 28 countries (2013-2020),2017,22.3,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EU28:European Union - 28 countries (2013-2020),2018,21.8,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EU28:European Union - 28 countries (2013-2020),2019,21.1,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EU28:European Union - 28 countries (2013-2020),2020,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EU28:European Union - 28 countries (2013-2020),2021,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,EU28:European Union - 28 countries (2013-2020),2022,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,FI:Finland,2014,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,FI:Finland,2015,16.9,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,FI:Finland,2016,16.5,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,FI:Finland,2017,16.0,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,FI:Finland,2018,16.6,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,FI:Finland,2019,14.5,b
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,FI:Finland,2020,14.9,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,FI:Finland,2021,14.2,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,FI:Finland,2022,16.3,b
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,FR:France,2014,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,PC:Percentage,FR:France,2015,18.4,
