,Unnamed: 0,metroreg,year,unit,gdp,area,population,dfunemp_sex,dfunemp_age,unemployment,iccs,Nr_Crimes,metroreg_d,metroreg_type,iccs_d,country,crimes,density,crime/population_log,density_log,unemp_log,gdp_log
84,2012,AT002M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",129.0,3479.0,642134.0,T:Total,Y15-74:From 15 to 74 years,16.4,ICCS0101,1,Graz,M,Intentional homicide,AT,1.5573073532938606,18.45743029606209,0.4429582743303036,5.218052108482028,2.797281334830153,4.859812404361672
88,2068,AT003M,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",145.0,4404.0,765295.0,T:Total,Y15-24:From 15 to 24 years,4.6,ICCS0101,2,Linz,M,Intentional homicide,AT,2.6133713143297683,17.377270663033606,0.96064107913315,5.157748161548499,1.5260563034950492,4.976733742420574
92,2124,AT003M,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",144.0,4404.0,772849.0,T:Total,Y15-24:From 15 to 24 years,5.2,ICCS0101,6,Linz,M,Intentional homicide,AT,7.763482905457599,17.548796548592186,2.049431061524845,5.1675704678249135,1.6486586255873816,4.969813299576001
96,2180,AT003M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",142.0,4404.0,782926.0,T:Total,Y15-24:From 15 to 24 years,4.4,ICCS0101,5,Linz,M,Intentional homicide,AT,6.386299599195837,17.777611262488648,1.85415500819303,5.180524964362774,1.4816045409242156,4.955827057601261
100,2288,AT003M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",140.0,4404.0,789811.0,T:Total,Y15-24:From 15 to 24 years,4.0,ICCS0101,3,Linz,M,Intentional homicide,AT,3.7983770800862486,17.933946412352405,1.3345738913180838,5.189280457471729,1.3862943611198906,4.941642422609304
104,2292,AT003M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",140.0,4404.0,789811.0,T:Total,Y15-74:From 15 to 74 years,17.7,ICCS0101,3,Linz,M,Intentional homicide,AT,3.7983770800862486,17.933946412352405,1.3345738913180838,5.189280457471729,2.873564639579784,4.941642422609304
108,2400,AT003M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",141.0,4404.0,795512.0,T:Total,Y15-24:From 15 to 24 years,3.9,ICCS0101,2,Linz,M,Intentional homicide,AT,2.5141041241364053,18.063396911898273,0.921916527025722,5.196472713655927,1.3609765531356006,4.948759890378168
112,2404,AT003M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",141.0,4404.0,795512.0,T:Total,Y15-74:From 15 to 74 years,14.6,ICCS0101,2,Linz,M,Intentional homicide,AT,2.5141041241364053,18.063396911898273,0.921916527025722,5.196472713655927,2.681021528714291,4.948759890378168
116,2512,AT003M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",139.0,4404.0,801085.0,T:Total,Y15-24:From 15 to 24 years,3.1,ICCS0101,2,Linz,M,Intentional homicide,AT,2.49661396730684,18.189940962761124,0.9149354007504628,5.203453839931186,1.1314021114911006,4.934473933130692
120,2516,AT003M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",139.0,4404.0,801085.0,T:Total,Y15-74:From 15 to 74 years,13.2,ICCS0101,2,Linz,M,Intentional homicide,AT,2.49661396730684,18.189940962761124,0.9149354007504628,5.203453839931186,2.580216829592325,4.934473933130692
124,2624,AT003M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",139.0,4404.0,805770.0,T:Total,Y15-24:From 15 to 24 years,4.9,ICCS0101,7,Linz,M,Intentional homicide,AT,8.68734254191643,18.29632152588556,2.1618670860551665,5.209285123121851,1.589235205116581,4.934473933130692
128,2628,AT003M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",139.0,4404.0,805770.0,T:Total,Y15-74:From 15 to 74 years,17.5,ICCS0101,7,Linz,M,Intentional homicide,AT,8.68734254191643,18.29632152588556,2.1618670860551665,5.209285123121851,2.862200880929469,4.934473933130692
148,2908,AT004M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",164.0,1738.0,362042.0,T:Total,Y15-74:From 15 to 74 years,5.8,ICCS0101,5,Salzburg,M,Intentional homicide,AT,13.810552366852464,20.83095512082854,2.625432964221062,5.339025200351975,1.7578579175523736,5.099866427824199
156,3020,AT004M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",162.0,1738.0,364797.0,T:Total,Y15-74:From 15 to 74 years,5.2,ICCS0101,2,Salzburg,M,Intentional homicide,AT,5.482501226709649,20.98947065592635,1.7015614250599311,5.346606007638951,1.6486586255873816,5.087596335232384
164,3132,AT004M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",162.0,1738.0,366866.0,T:Total,Y15-74:From 15 to 74 years,4.5,ICCS0101,2,Salzburg,M,Intentional homicide,AT,5.451581776452438,21.108515535097812,1.6959058007768082,5.352261631922074,1.5040773967762742,5.087596335232384
172,3244,AT004M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",161.0,1738.0,369337.0,T:Total,Y15-74:From 15 to 74 years,5.3,ICCS0101,2,Salzburg,M,Intentional homicide,AT,5.415108694769276,21.250690448791715,1.6891929531544092,5.3589744795444725,1.667706820558076,5.081404364984463
192,3524,AT005M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",134.0,2095.0,308290.0,T:Total,Y15-74:From 15 to 74 years,5.1,ICCS0101,2,Innsbruck,M,Intentional homicide,AT,6.487398228940283,14.715513126491647,1.8698615611150544,4.991487345052927,1.62924053973028,4.897839799950911
200,3636,AT005M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",134.0,2095.0,310297.0,T:Total,Y15-74:From 15 to 74 years,3.7,ICCS0101,1,Innsbruck,M,Intentional homicide,AT,3.222718879009465,14.811312649164677,1.1702253756377032,4.997976349970332,1.308332819650179,4.897839799950911
208,3748,AT005M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",133.0,2095.0,311428.0,T:Total,Y15-74:From 15 to 74 years,3.1,ICCS0101,4,Innsbruck,M,Intentional homicide,AT,12.84406026433076,14.865298329355607,2.552881468238275,5.001614618489652,1.1314021114911006,4.890349128221754
216,3860,AT005M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",130.0,2095.0,312414.0,T:Total,Y15-74:From 15 to 74 years,4.4,ICCS0101,0,Innsbruck,M,Intentional homicide,AT,0.0,14.912362768496418,-46.051701859880914,5.004775677927886,1.4816045409242156,4.867534450455582
220,3916,AT_NM,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",116.0,63345.0,3811221.0,T:Total,Y15-24:From 15 to 24 years,23.1,ICCS0101,18,Non-metropolitan regions in Austria,N,Intentional homicide,AT,4.722895890844431,6.016609045702108,1.5524221476569344,4.097108912167351,3.139832617527748,4.7535901911063645
224,3972,AT_NM,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",115.0,63345.0,3824928.0,T:Total,Y15-24:From 15 to 24 years,22.5,ICCS0101,14,Non-metropolitan regions in Austria,N,Intentional homicide,AT,3.660199616829389,6.038247691214776,1.2975176860433362,4.100698945500043,3.1135153092103742,4.74493212836325
228,4028,AT_NM,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",114.0,63345.0,3854796.0,T:Total,Y15-24:From 15 to 24 years,23.2,ICCS0101,15,Non-metropolitan regions in Austria,N,Intentional homicide,AT,3.891256502289615,6.085399005446365,1.358732113775077,4.1084773892552535,3.1441522786722644,4.736198448394496
232,4136,AT_NM,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",114.0,63345.0,3872375.0,T:Total,Y15-24:From 15 to 24 years,19.9,ICCS0101,28,Non-metropolitan regions in Austria,N,Intentional homicide,AT,7.230704670906098,6.1131502091719945,1.978336496276898,4.113027315826426,2.990719731730447,4.736198448394496
236,4140,AT_NM,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",114.0,63345.0,3872375.0,T:Total,Y15-74:From 15 to 74 years,81.6,ICCS0101,28,Non-metropolitan regions in Austria,N,Intentional homicide,AT,7.230704670906098,6.1131502091719945,1.978336496276898,4.113027315826426,4.401829261970061,4.736198448394496
240,4248,AT_NM,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",114.0,63345.0,3879767.0,T:Total,Y15-24:From 15 to 24 years,16.1,ICCS0101,23,Non-metropolitan regions in Austria,N,Intentional homicide,AT,5.928191048586165,6.124819638487647,1.7797191156435257,4.114934402213745,2.778819271990417,4.736198448394496
244,4252,AT_NM,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",114.0,63345.0,3879767.0,T:Total,Y15-74:From 15 to 74 years,67.1,ICCS0101,23,Non-metropolitan regions in Austria,N,Intentional homicide,AT,5.928191048586165,6.124819638487647,1.7797191156435257,4.114934402213745,4.206184043977636,4.736198448394496
248,4360,AT_NM,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",112.0,63345.0,3887961.0,T:Total,Y15-24:From 15 to 24 years,15.7,ICCS0101,31,Non-metropolitan regions in Austria,N,Intentional homicide,AT,7.973331008207129,6.137755150367037,2.0761023488014607,4.117044157611806,2.7536607123542622,4.718498871295094
252,4364,AT_NM,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",112.0,63345.0,3887961.0,T:Total,Y15-74:From 15 to 74 years,62.9,ICCS0101,31,Non-metropolitan regions in Austria,N,Intentional homicide,AT,7.973331008207129,6.137755150367037,2.0761023488014607,4.117044157611806,4.141546163706395,4.718498871295094
256,4472,AT_NM,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",112.0,63345.0,3897414.0,T:Total,Y15-24:From 15 to 24 years,20.5,ICCS0101,26,Non-metropolitan regions in Austria,N,Intentional homicide,AT,6.67109011257208,6.152678190859579,1.897783281741688,4.119472558207915,3.0204248861443626,4.718498871295094
260,4476,AT_NM,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",112.0,63345.0,3897414.0,T:Total,Y15-74:From 15 to 74 years,77.0,ICCS0101,26,Non-metropolitan regions in Austria,N,Intentional homicide,AT,6.67109011257208,6.152678190859579,1.897783281741688,4.119472558207915,4.343805421853684,4.718498871295094
264,5672,BE001MC,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",150.0,2681.0,3246784.0,T:Total,Y15-24:From 15 to 24 years,18.9,ICCS0101,43,Bruxelles / Brussel,M,Intentional homicide,BE,13.243874554020223,121.10346885490489,2.583535147729859,7.099230387692018,2.9391619220655967,5.010635294096256
268,5676,BE001MC,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",150.0,2681.0,3246784.0,T:Total,Y15-29:From 15 to 29 years,38.9,ICCS0101,43,Bruxelles / Brussel,M,Intentional homicide,BE,13.243874554020223,121.10346885490489,2.583535147729859,7.099230387692018,3.6609942506244,5.010635294096256
272,5680,BE001MC,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",150.0,2681.0,3246784.0,T:Total,Y15-74:From 15 to 74 years,127.3,ICCS0101,43,Bruxelles / Brussel,M,Intentional homicide,BE,13.243874554020223,121.10346885490489,2.583535147729859,7.099230387692018,4.846546505563361,5.010635294096256
276,5840,BE001MC,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",149.0,2681.0,3265847.0,T:Total,Y15-24:From 15 to 24 years,17.3,ICCS0101,51,Bruxelles / Brussel,M,Intentional homicide,BE,15.616163280153664,121.81450951137636,2.748306485568537,7.105084566884104,2.8507065015037334,5.003946305945459
280,5844,BE001MC,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",149.0,2681.0,3265847.0,T:Total,Y15-29:From 15 to 29 years,34.2,ICCS0101,51,Bruxelles / Brussel,M,Intentional homicide,BE,15.616163280153664,121.81450951137636,2.748306485568537,7.105084566884104,3.53222564406856,5.003946305945459
284,5848,BE001MC,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",149.0,2681.0,3265847.0,T:Total,Y15-74:From 15 to 74 years,111.7,ICCS0101,51,Bruxelles / Brussel,M,Intentional homicide,BE,15.616163280153664,121.81450951137636,2.748306485568537,7.105084566884104,4.715816706075155,5.003946305945459
288,6008,BE001MC,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",150.0,2681.0,3290046.0,T:Total,Y15-24:From 15 to 24 years,18.7,ICCS0101,39,Bruxelles / Brussel,M,Intentional homicide,BE,11.853937604519814,122.71712047743381,2.472660099687192,7.11246696617077,2.928523523860541,5.010635294096256
292,6012,BE001MC,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",150.0,2681.0,3290046.0,T:Total,Y15-29:From 15 to 29 years,35.3,ICCS0101,39,Bruxelles / Brussel,M,Intentional homicide,BE,11.853937604519814,122.71712047743381,2.472660099687192,7.11246696617077,3.563882963939251,5.010635294096256
296,6016,BE001MC,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",150.0,2681.0,3290046.0,T:Total,Y15-74:From 15 to 74 years,105.1,ICCS0101,39,Bruxelles / Brussel,M,Intentional homicide,BE,11.853937604519814,122.71712047743381,2.472660099687192,7.11246696617077,4.6549122778829055,5.010635294096256
300,6176,BE001MC,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",148.0,2681.0,3314298.0,T:Total,Y15-24:From 15 to 24 years,19.1,ICCS0101,49,Bruxelles / Brussel,M,Intentional homicide,BE,14.784427954275689,123.62170831779187,2.6935744616039945,7.119811256234947,2.9496883350525844,4.997212273764115
304,6180,BE001MC,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",148.0,2681.0,3314298.0,T:Total,Y15-29:From 15 to 29 years,36.0,ICCS0101,49,Bruxelles / Brussel,M,Intentional homicide,BE,14.784427954275689,123.62170831779187,2.6935744616039945,7.119811256234947,3.58351893845611,4.997212273764115
308,6184,BE001MC,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",148.0,2681.0,3314298.0,T:Total,Y15-74:From 15 to 74 years,108.5,ICCS0101,49,Bruxelles / Brussel,M,Intentional homicide,BE,14.784427954275689,123.62170831779187,2.6935744616039945,7.119811256234947,4.686750172980514,4.997212273764115
312,6240,BE002M,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",148.0,1004.0,1024987.0,T:Total,Y15-24:From 15 to 24 years,5.1,ICCS0101,12,Antwerpen,M,Intentional homicide,BE,11.70746555809976,102.09033864541831,2.460226720204887,6.928443187295713,1.62924053973028,4.997212273764115
316,6296,BE002M,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",150.0,1004.0,1030055.0,T:Total,Y15-24:From 15 to 24 years,7.0,ICCS0101,17,Antwerpen,M,Intentional homicide,BE,16.503973088815645,102.59511952191235,2.8036011451820446,6.933375456586771,1.9459101490553128,5.010635294096256
320,6456,BE002M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",148.0,1004.0,1036031.0,T:Total,Y15-24:From 15 to 24 years,7.1,ICCS0101,8,Antwerpen,M,Intentional homicide,BE,7.721776664983963,103.19033864541832,2.044044475510299,6.939160323882136,1.9600947840472696,4.997212273764115
324,6460,BE002M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",148.0,1004.0,1036031.0,T:Total,Y15-29:From 15 to 29 years,11.7,ICCS0101,8,Antwerpen,M,Intentional homicide,BE,7.721776664983963,103.19033864541832,2.044044475510299,6.939160323882136,2.4595888418037104,4.997212273764115
328,6464,BE002M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",148.0,1004.0,1036031.0,T:Total,Y15-74:From 15 to 74 years,32.3,ICCS0101,8,Antwerpen,M,Intentional homicide,BE,7.721776664983963,103.19033864541832,2.044044475510299,6.939160323882136,3.475067230228611,4.997212273764115
332,6624,BE002M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",146.0,1004.0,1041811.0,T:Total,Y15-24:From 15 to 24 years,6.0,ICCS0101,18,Antwerpen,M,Intentional homicide,BE,17.277606014910575,103.7660358565737,2.84941121297446,6.9447238026343046,1.791759469228055,4.983606621708336
336,6628,BE002M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",146.0,1004.0,1041811.0,T:Total,Y15-29:From 15 to 29 years,11.2,ICCS0101,18,Antwerpen,M,Intentional homicide,BE,17.277606014910575,103.7660358565737,2.84941121297446,6.9447238026343046,2.4159137783010487,4.983606621708336
340,6632,BE002M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",146.0,1004.0,1041811.0,T:Total,Y15-74:From 15 to 74 years,33.7,ICCS0101,18,Antwerpen,M,Intentional homicide,BE,17.277606014910575,103.7660358565737,2.84941121297446,6.9447238026343046,3.517497837358316,4.983606621708336
