,Unnamed: 0,metroreg,year,unit,gdp,area,population,dfunemp_sex,dfunemp_age,unemployment,iccs,Nr_Crimes,metroreg_d,metroreg_type,iccs_d,country,crimes,density,crime/population_log,density_log,unemp_log,gdp_log
41,1397,AT001MC,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",132.0,8817.0,2873995.0,T:Total,Y15-74:From 15 to 74 years,122.9,ICCS0401,1269,Wien,M,Robbery,AT,441.5456533501276,32.59606442100488,6.0902814197946284,5.786776650797007,4.811371016571989,4.882801922586371
45,1453,AT002M,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",134.0,3479.0,605496.0,T:Total,Y15-24:From 15 to 24 years,3.4,ICCS0401,150,Graz,M,Robbery,AT,247.7307860002378,17.404311583788445,5.512342616217719,5.159303060690869,1.2237754316221157,4.897839799950911
49,1509,AT002M,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",131.0,3479.0,613859.0,T:Total,Y15-24:From 15 to 24 years,4.2,ICCS0401,140,Graz,M,Robbery,AT,228.0654026413232,17.644696751940213,5.429632441509801,5.173020363911835,1.4350845252893227,4.875197323201151
53,1565,AT002M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",132.0,3479.0,622911.0,T:Total,Y15-24:From 15 to 24 years,4.5,ICCS0401,161,Graz,M,Robbery,AT,258.4638897049498,17.904886461626905,5.554755992527057,5.187658755269737,1.5040773967762742,4.882801922586371
57,1673,AT002M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",130.0,3479.0,629161.0,T:Total,Y15-24:From 15 to 24 years,3.3,ICCS0401,137,Graz,M,Robbery,AT,217.75030556566605,18.084535786145445,5.383349019018269,5.1976422896221885,1.1939224684724346,4.867534450455582
61,1677,AT002M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",130.0,3479.0,629161.0,T:Total,Y15-74:From 15 to 74 years,16.6,ICCS0401,137,Graz,M,Robbery,AT,217.75030556566605,18.084535786145445,5.383349019018269,5.1976422896221885,2.8094026953624978,4.867534450455582
65,1785,AT002M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",128.0,3479.0,633336.0,T:Total,Y15-24:From 15 to 24 years,3.0,ICCS0401,116,Graz,M,Robbery,AT,183.15712354895348,18.204541534923827,5.210344383084628,5.2042561908340685,1.0986122886681098,4.852030263919617
69,1789,AT002M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",128.0,3479.0,633336.0,T:Total,Y15-74:From 15 to 74 years,14.8,ICCS0401,116,Graz,M,Robbery,AT,183.15712354895348,18.204541534923827,5.210344383084628,5.2042561908340685,2.694627180770069,4.852030263919617
77,1901,AT002M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",129.0,3479.0,637532.0,T:Total,Y15-74:From 15 to 74 years,12.1,ICCS0401,144,Graz,M,Robbery,AT,225.87101510198704,18.3251509054326,5.419964106706906,5.210859575681427,2.4932054526026954,4.859812404361672
81,2009,AT002M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",129.0,3479.0,642134.0,T:Total,Y15-24:From 15 to 24 years,3.8,ICCS0401,111,Graz,M,Robbery,AT,172.86111621561855,18.45743029606209,5.152488475642638,5.218052108482028,1.33500106673234,4.859812404361672
85,2013,AT002M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",129.0,3479.0,642134.0,T:Total,Y15-74:From 15 to 74 years,16.4,ICCS0401,111,Graz,M,Robbery,AT,172.86111621561855,18.45743029606209,5.152488475642638,5.218052108482028,2.797281334830153,4.859812404361672
89,2069,AT003M,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",145.0,4404.0,765295.0,T:Total,Y15-24:From 15 to 24 years,4.6,ICCS0401,171,Linz,M,Robbery,AT,223.4432473751952,17.377270663033606,5.4091574550758645,5.157748161548499,1.5260563034950492,4.976733742420574
93,2125,AT003M,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",144.0,4404.0,772849.0,T:Total,Y15-24:From 15 to 24 years,5.2,ICCS0401,174,Linz,M,Robbery,AT,225.1410042582704,17.548796548592186,5.416726891511319,5.1675704678249135,1.6486586255873816,4.969813299576001
97,2181,AT003M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",142.0,4404.0,782926.0,T:Total,Y15-24:From 15 to 24 years,4.4,ICCS0401,175,Linz,M,Robbery,AT,223.5204859718543,17.777611262488648,5.409503069682444,5.180524964362774,1.4816045409242156,4.955827057601261
101,2289,AT003M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",140.0,4404.0,789811.0,T:Total,Y15-24:From 15 to 24 years,4.0,ICCS0401,223,Linz,M,Robbery,AT,282.34602961974446,17.933946412352405,5.643133374110093,5.189280457471729,1.3862943611198906,4.941642422609304
105,2293,AT003M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",140.0,4404.0,789811.0,T:Total,Y15-74:From 15 to 74 years,17.7,ICCS0401,223,Linz,M,Robbery,AT,282.34602961974446,17.933946412352405,5.643133374110093,5.189280457471729,2.873564639579784,4.941642422609304
109,2401,AT003M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",141.0,4404.0,795512.0,T:Total,Y15-24:From 15 to 24 years,3.9,ICCS0401,234,Linz,M,Robbery,AT,294.1501825239594,18.063396911898273,5.684090461823478,5.196472713655927,1.3609765531356006,4.948759890378168
113,2405,AT003M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",141.0,4404.0,795512.0,T:Total,Y15-74:From 15 to 74 years,14.6,ICCS0401,234,Linz,M,Robbery,AT,294.1501825239594,18.063396911898273,5.684090461823478,5.196472713655927,2.681021528714291,4.948759890378168
117,2513,AT003M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",139.0,4404.0,801085.0,T:Total,Y15-24:From 15 to 24 years,3.1,ICCS0401,255,Linz,M,Robbery,AT,318.31828083162213,18.189940962761124,5.763051765348944,5.203453839931186,1.1314021114911006,4.934473933130692
121,2517,AT003M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",139.0,4404.0,801085.0,T:Total,Y15-74:From 15 to 74 years,13.2,ICCS0401,255,Linz,M,Robbery,AT,318.31828083162213,18.189940962761124,5.763051765348944,5.203453839931186,2.580216829592325,4.934473933130692
125,2625,AT003M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",139.0,4404.0,805770.0,T:Total,Y15-24:From 15 to 24 years,4.9,ICCS0401,225,Linz,M,Robbery,AT,279.2360102758852,18.29632152588556,5.632057339204273,5.209285123121851,1.589235205116581,4.934473933130692
129,2629,AT003M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",139.0,4404.0,805770.0,T:Total,Y15-74:From 15 to 74 years,17.5,ICCS0401,225,Linz,M,Robbery,AT,279.2360102758852,18.29632152588556,5.632057339204273,5.209285123121851,2.862200880929469,4.934473933130692
149,2909,AT004M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",164.0,1738.0,362042.0,T:Total,Y15-74:From 15 to 74 years,5.8,ICCS0401,106,Salzburg,M,Robbery,AT,292.78371017727227,20.83095512082854,5.6794341458990285,5.339025200351975,1.7578579175523736,5.099866427824199
157,3021,AT004M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",162.0,1738.0,364797.0,T:Total,Y15-74:From 15 to 74 years,5.2,ICCS0401,137,Salzburg,M,Robbery,AT,375.551334029611,20.98947065592635,5.928395170328111,5.346606007638951,1.6486586255873816,5.087596335232384
165,3133,AT004M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",162.0,1738.0,366866.0,T:Total,Y15-74:From 15 to 74 years,4.5,ICCS0401,133,Salzburg,M,Robbery,AT,362.5301881340871,21.108515535097812,5.8931077484386165,5.352261631922074,1.5040773967762742,5.087596335232384
173,3245,AT004M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",161.0,1738.0,369337.0,T:Total,Y15-74:From 15 to 74 years,5.3,ICCS0401,118,Salzburg,M,Robbery,AT,319.4914129913873,21.250690448791715,5.766730397060129,5.3589744795444725,1.667706820558076,5.081404364984463
193,3525,AT005M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",134.0,2095.0,308290.0,T:Total,Y15-74:From 15 to 74 years,5.1,ICCS0401,91,Innsbruck,M,Robbery,AT,295.1766194167829,14.715513126491647,5.687573887071959,4.991487345052927,1.62924053973028,4.897839799950911
201,3637,AT005M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",134.0,2095.0,310297.0,T:Total,Y15-74:From 15 to 74 years,3.7,ICCS0401,78,Innsbruck,M,Robbery,AT,251.37207256273828,14.811312649164677,5.526934202327295,4.997976349970332,1.308332819650179,4.897839799950911
209,3749,AT005M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",133.0,2095.0,311428.0,T:Total,Y15-74:From 15 to 74 years,3.1,ICCS0401,82,Innsbruck,M,Robbery,AT,263.3032354187806,14.865298329355607,5.5733063543826376,5.001614618489652,1.1314021114911006,4.890349128221754
217,3861,AT005M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",130.0,2095.0,312414.0,T:Total,Y15-74:From 15 to 74 years,4.4,ICCS0401,89,Innsbruck,M,Robbery,AT,284.8783985352769,14.912362768496418,5.6520624174122895,5.004775677927886,1.4816045409242156,4.867534450455582
221,3917,AT_NM,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",116.0,63345.0,3811221.0,T:Total,Y15-24:From 15 to 24 years,23.1,ICCS0401,407,Non-metropolitan regions in Austria,N,Robbery,AT,106.78992375409352,6.016609045702108,4.670863575203365,4.097108912167351,3.139832617527748,4.7535901911063645
225,3973,AT_NM,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",115.0,63345.0,3824928.0,T:Total,Y15-24:From 15 to 24 years,22.5,ICCS0401,437,Non-metropolitan regions in Austria,N,Robbery,AT,114.25051661103164,6.038247691214776,4.738393551523668,4.100698945500043,3.1135153092103742,4.74493212836325
229,4029,AT_NM,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",114.0,63345.0,3854796.0,T:Total,Y15-24:From 15 to 24 years,23.2,ICCS0401,453,Non-metropolitan regions in Austria,N,Robbery,AT,117.51594636914638,6.085399005446365,4.766574038155901,4.1084773892552535,3.1441522786722644,4.736198448394496
233,4137,AT_NM,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",114.0,63345.0,3872375.0,T:Total,Y15-24:From 15 to 24 years,19.9,ICCS0401,368,Non-metropolitan regions in Austria,N,Robbery,AT,95.03211853190872,6.1131502091719945,4.554214924270625,4.113027315826426,2.990719731730447,4.736198448394496
237,4141,AT_NM,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",114.0,63345.0,3872375.0,T:Total,Y15-74:From 15 to 74 years,81.6,ICCS0401,368,Non-metropolitan regions in Austria,N,Robbery,AT,95.03211853190872,6.1131502091719945,4.554214924270625,4.113027315826426,4.401829261970061,4.736198448394496
241,4249,AT_NM,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",114.0,63345.0,3879767.0,T:Total,Y15-24:From 15 to 24 years,16.1,ICCS0401,357,Non-metropolitan regions in Austria,N,Robbery,AT,92.01583497153308,6.124819638487647,4.521960681494015,4.114934402213745,2.778819271990417,4.736198448394496
245,4253,AT_NM,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",114.0,63345.0,3879767.0,T:Total,Y15-74:From 15 to 74 years,67.1,ICCS0401,357,Non-metropolitan regions in Austria,N,Robbery,AT,92.01583497153308,6.124819638487647,4.521960681494015,4.114934402213745,4.206184043977636,4.736198448394496
249,4361,AT_NM,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",112.0,63345.0,3887961.0,T:Total,Y15-24:From 15 to 24 years,15.7,ICCS0401,407,Non-metropolitan regions in Austria,N,Robbery,AT,104.68212001097748,6.137755150367037,4.6509283297589095,4.117044157611806,2.7536607123542622,4.718498871295094
253,4365,AT_NM,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",112.0,63345.0,3887961.0,T:Total,Y15-74:From 15 to 74 years,62.9,ICCS0401,407,Non-metropolitan regions in Austria,N,Robbery,AT,104.68212001097748,6.137755150367037,4.6509283297589095,4.117044157611806,4.141546163706395,4.718498871295094
257,4473,AT_NM,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",112.0,63345.0,3897414.0,T:Total,Y15-24:From 15 to 24 years,20.5,ICCS0401,325,Non-metropolitan regions in Austria,N,Robbery,AT,83.388626407151,6.152678190859579,4.423511926049944,4.119472558207915,3.0204248861443626,4.718498871295094
261,4477,AT_NM,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",112.0,63345.0,3897414.0,T:Total,Y15-74:From 15 to 74 years,77.0,ICCS0401,325,Non-metropolitan regions in Austria,N,Robbery,AT,83.388626407151,6.152678190859579,4.423511926049944,4.119472558207915,4.343805421853684,4.718498871295094
301,6177,BE001MC,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",148.0,2681.0,3314298.0,T:Total,Y15-24:From 15 to 24 years,19.1,ICCS0401,5416,Bruxelles / Brussel,M,Robbery,BE,1634.131873476676,123.62170831779187,7.398866978085479,7.119811256234947,2.9496883350525844,4.997212273764115
305,6181,BE001MC,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",148.0,2681.0,3314298.0,T:Total,Y15-29:From 15 to 29 years,36.0,ICCS0401,5416,Bruxelles / Brussel,M,Robbery,BE,1634.131873476676,123.62170831779187,7.398866978085479,7.119811256234947,3.58351893845611,4.997212273764115
309,6185,BE001MC,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",148.0,2681.0,3314298.0,T:Total,Y15-74:From 15 to 74 years,108.5,ICCS0401,5416,Bruxelles / Brussel,M,Robbery,BE,1634.131873476676,123.62170831779187,7.398866978085479,7.119811256234947,4.686750172980514,4.997212273764115
317,6297,BE002M,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",150.0,1004.0,1030055.0,T:Total,Y15-24:From 15 to 24 years,7.0,ICCS0401,1882,Antwerpen,M,Robbery,BE,1827.086903126532,102.59511952191235,7.510478121271154,6.933375456586771,1.9459101490553128,5.010635294096256
321,6457,BE002M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",148.0,1004.0,1036031.0,T:Total,Y15-24:From 15 to 24 years,7.1,ICCS0401,1732,Antwerpen,M,Robbery,BE,1671.764647969028,103.19033864541832,7.421635022952843,6.939160323882136,1.9600947840472696,4.997212273764115
325,6461,BE002M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",148.0,1004.0,1036031.0,T:Total,Y15-29:From 15 to 29 years,11.7,ICCS0401,1732,Antwerpen,M,Robbery,BE,1671.764647969028,103.19033864541832,7.421635022952843,6.939160323882136,2.4595888418037104,4.997212273764115
329,6465,BE002M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",148.0,1004.0,1036031.0,T:Total,Y15-74:From 15 to 74 years,32.3,ICCS0401,1732,Antwerpen,M,Robbery,BE,1671.764647969028,103.19033864541832,7.421635022952843,6.939160323882136,3.475067230228611,4.997212273764115
333,6625,BE002M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",146.0,1004.0,1041811.0,T:Total,Y15-24:From 15 to 24 years,6.0,ICCS0401,1625,Antwerpen,M,Robbery,BE,1559.7838763460934,103.7660358565737,7.352302549842133,6.9447238026343046,1.791759469228055,4.983606621708336
337,6629,BE002M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",146.0,1004.0,1041811.0,T:Total,Y15-29:From 15 to 29 years,11.2,ICCS0401,1625,Antwerpen,M,Robbery,BE,1559.7838763460934,103.7660358565737,7.352302549842133,6.9447238026343046,2.4159137783010487,4.983606621708336
341,6633,BE002M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",146.0,1004.0,1041811.0,T:Total,Y15-74:From 15 to 74 years,33.7,ICCS0401,1625,Antwerpen,M,Robbery,BE,1559.7838763460934,103.7660358565737,7.352302549842133,6.9447238026343046,3.517497837358316,4.983606621708336
345,6793,BE002M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",143.0,1004.0,1047030.0,T:Total,Y15-24:From 15 to 24 years,5.1,ICCS0401,1410,Antwerpen,M,Robbery,BE,1346.6662846336783,104.28585657370517,7.205387398599183,6.949720842485631,1.62924053973028,4.962844630259907
349,6797,BE002M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",143.0,1004.0,1047030.0,T:Total,Y15-29:From 15 to 29 years,9.2,ICCS0401,1410,Antwerpen,M,Robbery,BE,1346.6662846336783,104.28585657370517,7.205387398599183,6.949720842485631,2.2192034840549946,4.962844630259907
353,6801,BE002M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",143.0,1004.0,1047030.0,T:Total,Y15-74:From 15 to 74 years,23.3,ICCS0401,1410,Antwerpen,M,Robbery,BE,1346.6662846336783,104.28585657370517,7.205387398599183,6.949720842485631,3.1484533605716547,4.962844630259907
357,6961,BE002M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",142.0,1004.0,1053033.0,T:Total,Y15-24:From 15 to 24 years,5.2,ICCS0401,1405,Antwerpen,M,Robbery,BE,1334.2411871232905,104.88376494023903,7.196118010075725,6.95543782940472,1.6486586255873816,4.955827057601261
361,6965,BE002M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",142.0,1004.0,1053033.0,T:Total,Y15-29:From 15 to 29 years,7.6,ICCS0401,1405,Antwerpen,M,Robbery,BE,1334.2411871232905,104.88376494023903,7.196118010075725,6.95543782940472,2.028148247292285,4.955827057601261
365,6969,BE002M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",142.0,1004.0,1053033.0,T:Total,Y15-74:From 15 to 74 years,21.5,ICCS0401,1405,Antwerpen,M,Robbery,BE,1334.2411871232905,104.88376494023903,7.196118010075725,6.95543782940472,3.068052935133617,4.955827057601261
369,7129,BE002M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",143.0,1004.0,1059946.0,T:Total,Y15-24:From 15 to 24 years,5.6,ICCS0401,1027,Antwerpen,M,Robbery,BE,968.917284465435,105.57231075697212,6.876179246498468,6.96198122114269,1.7227665977411035,4.962844630259907
373,7133,BE002M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",143.0,1004.0,1059946.0,T:Total,Y15-29:From 15 to 29 years,10.5,ICCS0401,1027,Antwerpen,M,Robbery,BE,968.917284465435,105.57231075697212,6.876179246498468,6.96198122114269,2.3513752571634776,4.962844630259907
377,7137,BE002M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",143.0,1004.0,1059946.0,T:Total,Y15-74:From 15 to 74 years,24.1,ICCS0401,1027,Antwerpen,M,Robbery,BE,968.917284465435,105.57231075697212,6.876179246498468,6.96198122114269,3.1822118404966093,4.962844630259907
381,7165,BE003M,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",135.0,1286.0,625402.0,T:Total,Y15-24:From 15 to 24 years,3.0,ICCS0401,701,Gent,M,Robbery,BE,1120.8790505946577,48.63157076205288,7.02186852304479,6.18685801715651,1.0986122886681098,4.90527477843843
385,7269,BE003M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",136.0,1286.0,634725.0,T:Total,Y15-24:From 15 to 24 years,3.1,ICCS0401,525,Gent,M,Robbery,BE,827.129859387924,49.356531881804045,6.717961707349481,6.201655208408852,1.1314021114911006,4.912654885736052
