,Unnamed: 0,metroreg,year,unit,gdp,area,population,dfunemp_sex,dfunemp_age,unemployment,iccs,Nr_Crimes,metroreg_d,metroreg_type,iccs_d,country,crimes,density,crime/population_log,density_log,unemp_log,gdp_log
42,1398,AT001MC,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",132.0,8817.0,2873995.0,T:Total,Y15-74:From 15 to 74 years,122.9,ICCS05012,3213,Wien,M,Burglary of private residential premises,AT,1117.9560159290463,32.59606442100488,7.019257311196099,5.786776650797007,4.811371016571989,4.882801922586371
46,1454,AT002M,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",134.0,3479.0,605496.0,T:Total,Y15-24:From 15 to 24 years,3.4,ICCS05012,847,Graz,M,Burglary of private residential premises,AT,1398.8531716146765,17.404311583788445,7.243408016773517,5.159303060690869,1.2237754316221157,4.897839799950911
50,1510,AT002M,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",131.0,3479.0,613859.0,T:Total,Y15-24:From 15 to 24 years,4.2,ICCS05012,1047,Graz,M,Burglary of private residential premises,AT,1705.6034040390384,17.644696751940213,7.441674229771034,5.173020363911835,1.4350845252893227,4.875197323201151
54,1566,AT002M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",132.0,3479.0,622911.0,T:Total,Y15-24:From 15 to 24 years,4.5,ICCS05012,742,Graz,M,Burglary of private residential premises,AT,1191.18140472716,17.904886461626905,7.082700870709975,5.187658755269737,1.5040773967762742,4.882801922586371
58,1674,AT002M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",130.0,3479.0,629161.0,T:Total,Y15-24:From 15 to 24 years,3.3,ICCS05012,822,Graz,M,Burglary of private residential premises,AT,1306.5018333939963,18.084535786145445,7.175108488246323,5.1976422896221885,1.1939224684724346,4.867534450455582
62,1678,AT002M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",130.0,3479.0,629161.0,T:Total,Y15-74:From 15 to 74 years,16.6,ICCS05012,822,Graz,M,Burglary of private residential premises,AT,1306.5018333939963,18.084535786145445,7.175108488246323,5.1976422896221885,2.8094026953624978,4.867534450455582
66,1786,AT002M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",128.0,3479.0,633336.0,T:Total,Y15-24:From 15 to 24 years,3.0,ICCS05012,692,Graz,M,Burglary of private residential premises,AT,1092.6269784127226,18.204541534923827,6.996340147595933,5.2042561908340685,1.0986122886681098,4.852030263919617
70,1790,AT002M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",128.0,3479.0,633336.0,T:Total,Y15-74:From 15 to 74 years,14.8,ICCS05012,692,Graz,M,Burglary of private residential premises,AT,1092.6269784127226,18.204541534923827,6.996340147595933,5.2042561908340685,2.694627180770069,4.852030263919617
78,1902,AT002M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",129.0,3479.0,637532.0,T:Total,Y15-74:From 15 to 74 years,12.1,ICCS05012,638,Graz,M,Burglary of private residential premises,AT,1000.7340807990817,18.3251509054326,6.908489090475696,5.210859575681427,2.4932054526026954,4.859812404361672
82,2010,AT002M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",129.0,3479.0,642134.0,T:Total,Y15-24:From 15 to 24 years,3.8,ICCS05012,420,Graz,M,Burglary of private residential premises,AT,654.0690883834216,18.45743029606209,6.483212985607718,5.218052108482028,1.33500106673234,4.859812404361672
86,2014,AT002M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",129.0,3479.0,642134.0,T:Total,Y15-74:From 15 to 74 years,16.4,ICCS05012,420,Graz,M,Burglary of private residential premises,AT,654.0690883834216,18.45743029606209,6.483212985607718,5.218052108482028,2.797281334830153,4.859812404361672
90,2070,AT003M,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",145.0,4404.0,765295.0,T:Total,Y15-24:From 15 to 24 years,4.6,ICCS05012,880,Linz,M,Burglary of private residential premises,AT,1149.883378305098,17.377270663033606,7.047415806045457,5.157748161548499,1.5260563034950492,4.976733742420574
94,2126,AT003M,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",144.0,4404.0,772849.0,T:Total,Y15-24:From 15 to 24 years,5.2,ICCS05012,1224,Linz,M,Burglary of private residential premises,AT,1583.7505127133502,17.548796548592186,7.367551055369061,5.1675704678249135,1.6486586255873816,4.969813299576001
98,2182,AT003M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",142.0,4404.0,782926.0,T:Total,Y15-24:From 15 to 24 years,4.4,ICCS05012,843,Linz,M,Burglary of private residential premises,AT,1076.7301124244182,17.777611262488648,6.981684053760786,5.180524964362774,1.4816045409242156,4.955827057601261
102,2290,AT003M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",140.0,4404.0,789811.0,T:Total,Y15-24:From 15 to 24 years,4.0,ICCS05012,802,Linz,M,Burglary of private residential premises,AT,1015.4328060763904,17.933946412352405,6.923070210516489,5.189280457471729,1.3862943611198906,4.941642422609304
106,2294,AT003M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",140.0,4404.0,789811.0,T:Total,Y15-74:From 15 to 74 years,17.7,ICCS05012,802,Linz,M,Burglary of private residential premises,AT,1015.4328060763904,17.933946412352405,6.923070210516489,5.189280457471729,2.873564639579784,4.941642422609304
110,2402,AT003M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",141.0,4404.0,795512.0,T:Total,Y15-24:From 15 to 24 years,3.9,ICCS05012,898,Linz,M,Burglary of private residential premises,AT,1128.832751737246,18.063396911898273,7.028939414767977,5.196472713655927,1.3609765531356006,4.948759890378168
114,2406,AT003M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",141.0,4404.0,795512.0,T:Total,Y15-74:From 15 to 74 years,14.6,ICCS05012,898,Linz,M,Burglary of private residential premises,AT,1128.832751737246,18.063396911898273,7.028939414767977,5.196472713655927,2.681021528714291,4.948759890378168
118,2514,AT003M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",139.0,4404.0,801085.0,T:Total,Y15-24:From 15 to 24 years,3.1,ICCS05012,678,Linz,M,Burglary of private residential premises,AT,846.3521349170188,18.189940962761124,6.740935508130913,5.203453839931186,1.1314021114911006,4.934473933130692
122,2518,AT003M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",139.0,4404.0,801085.0,T:Total,Y15-74:From 15 to 74 years,13.2,ICCS05012,678,Linz,M,Burglary of private residential premises,AT,846.3521349170188,18.189940962761124,6.740935508130913,5.203453839931186,2.580216829592325,4.934473933130692
126,2626,AT003M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",139.0,4404.0,805770.0,T:Total,Y15-24:From 15 to 24 years,4.9,ICCS05012,534,Linz,M,Burglary of private residential premises,AT,662.7201310547675,18.29632152588556,6.496352775960048,5.209285123121851,1.589235205116581,4.934473933130692
130,2630,AT003M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",139.0,4404.0,805770.0,T:Total,Y15-74:From 15 to 74 years,17.5,ICCS05012,534,Linz,M,Burglary of private residential premises,AT,662.7201310547675,18.29632152588556,6.496352775960048,5.209285123121851,2.862200880929469,4.934473933130692
150,2910,AT004M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",164.0,1738.0,362042.0,T:Total,Y15-74:From 15 to 74 years,5.8,ICCS05012,547,Salzburg,M,Burglary of private residential premises,AT,1510.8744289336596,20.83095512082854,7.320443854208943,5.339025200351975,1.7578579175523736,5.099866427824199
158,3022,AT004M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",162.0,1738.0,364797.0,T:Total,Y15-74:From 15 to 74 years,5.2,ICCS05012,565,Salzburg,M,Burglary of private residential premises,AT,1548.806596545476,20.98947065592635,7.345239975646427,5.346606007638951,1.6486586255873816,5.087596335232384
166,3134,AT004M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",162.0,1738.0,366866.0,T:Total,Y15-74:From 15 to 74 years,4.5,ICCS05012,334,Salzburg,M,Burglary of private residential premises,AT,910.4141566675572,21.108515535097812,6.813899613193563,5.352261631922074,1.5040773967762742,5.087596335232384
174,3246,AT004M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",161.0,1738.0,369337.0,T:Total,Y15-74:From 15 to 74 years,5.3,ICCS05012,253,Salzburg,M,Burglary of private residential premises,AT,685.0112498883134,21.250690448791715,6.529435261321984,5.3589744795444725,1.667706820558076,5.081404364984463
194,3526,AT005M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",134.0,2095.0,308290.0,T:Total,Y15-74:From 15 to 74 years,5.1,ICCS05012,205,Innsbruck,M,Burglary of private residential premises,AT,664.9583184663791,14.715513126491647,6.499724359693517,4.991487345052927,1.62924053973028,4.897839799950911
202,3638,AT005M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",134.0,2095.0,310297.0,T:Total,Y15-74:From 15 to 74 years,3.7,ICCS05012,191,Innsbruck,M,Burglary of private residential premises,AT,615.5393058908078,14.811312649164677,6.422498803684333,4.997976349970332,1.308332819650179,4.897839799950911
210,3750,AT005M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",133.0,2095.0,311428.0,T:Total,Y15-74:From 15 to 74 years,3.1,ICCS05012,160,Innsbruck,M,Burglary of private residential premises,AT,513.7624105732305,14.865298329355607,6.241760922352212,5.001614618489652,1.1314021114911006,4.890349128221754
218,3862,AT005M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",130.0,2095.0,312414.0,T:Total,Y15-74:From 15 to 74 years,4.4,ICCS05012,133,Innsbruck,M,Burglary of private residential premises,AT,425.717157361706,14.912362768496418,6.053775175901904,5.004775677927886,1.4816045409242156,4.867534450455582
222,3918,AT_NM,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",116.0,63345.0,3811221.0,T:Total,Y15-24:From 15 to 24 years,23.1,ICCS05012,3816,Non-metropolitan regions in Austria,N,Burglary of private residential premises,AT,1001.2539288590192,6.016609045702108,6.909008422328947,4.097108912167351,3.139832617527748,4.7535901911063645
226,3974,AT_NM,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",115.0,63345.0,3824928.0,T:Total,Y15-24:From 15 to 24 years,22.5,ICCS05012,3672,Non-metropolitan regions in Austria,N,Burglary of private residential premises,AT,960.018070928394,6.038247691214776,6.866952108168459,4.100698945500043,3.1135153092103742,4.74493212836325
230,4030,AT_NM,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",114.0,63345.0,3854796.0,T:Total,Y15-24:From 15 to 24 years,23.2,ICCS05012,3140,Non-metropolitan regions in Austria,N,Burglary of private residential premises,AT,814.5696944792928,6.085399005446365,6.702659991575166,4.1084773892552535,3.1441522786722644,4.736198448394496
234,4138,AT_NM,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",114.0,63345.0,3872375.0,T:Total,Y15-24:From 15 to 24 years,19.9,ICCS05012,2696,Non-metropolitan regions in Austria,N,Burglary of private residential premises,AT,696.2135640272443,6.1131502091719945,6.545656458133892,4.113027315826426,2.990719731730447,4.736198448394496
238,4142,AT_NM,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",114.0,63345.0,3872375.0,T:Total,Y15-74:From 15 to 74 years,81.6,ICCS05012,2696,Non-metropolitan regions in Austria,N,Burglary of private residential premises,AT,696.2135640272443,6.1131502091719945,6.545656458133892,4.113027315826426,4.401829261970061,4.736198448394496
242,4250,AT_NM,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",114.0,63345.0,3879767.0,T:Total,Y15-24:From 15 to 24 years,16.1,ICCS05012,2644,Non-metropolitan regions in Austria,N,Burglary of private residential premises,AT,681.4842231505139,6.124819638487647,6.524273100685953,4.114934402213745,2.778819271990417,4.736198448394496
246,4254,AT_NM,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",114.0,63345.0,3879767.0,T:Total,Y15-74:From 15 to 74 years,67.1,ICCS05012,2644,Non-metropolitan regions in Austria,N,Burglary of private residential premises,AT,681.4842231505139,6.124819638487647,6.524273100685953,4.114934402213745,4.206184043977636,4.736198448394496
250,4362,AT_NM,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",112.0,63345.0,3887961.0,T:Total,Y15-24:From 15 to 24 years,15.7,ICCS05012,2145,Non-metropolitan regions in Austria,N,Burglary of private residential premises,AT,551.7030649227191,6.137755150367037,6.313009975678432,4.117044157611806,2.7536607123542622,4.718498871295094
254,4366,AT_NM,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",112.0,63345.0,3887961.0,T:Total,Y15-74:From 15 to 74 years,62.9,ICCS05012,2145,Non-metropolitan regions in Austria,N,Burglary of private residential premises,AT,551.7030649227191,6.137755150367037,6.313009975678432,4.117044157611806,4.141546163706395,4.718498871295094
258,4474,AT_NM,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",112.0,63345.0,3897414.0,T:Total,Y15-24:From 15 to 24 years,20.5,ICCS05012,1819,Non-metropolitan regions in Austria,N,Burglary of private residential premises,AT,466.7197274911005,6.152678190859579,6.1457289222383285,4.119472558207915,3.0204248861443626,4.718498871295094
262,4478,AT_NM,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",112.0,63345.0,3897414.0,T:Total,Y15-74:From 15 to 74 years,77.0,ICCS05012,1819,Non-metropolitan regions in Austria,N,Burglary of private residential premises,AT,466.7197274911005,6.152678190859579,6.1457289222383285,4.119472558207915,4.343805421853684,4.718498871295094
266,5674,BE001MC,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",150.0,2681.0,3246784.0,T:Total,Y15-24:From 15 to 24 years,18.9,ICCS05012,16602,Bruxelles / Brussel,M,Burglary of private residential premises,BE,5113.367566182414,121.10346885490489,8.539613481051278,7.099230387692018,2.9391619220655967,5.010635294096256
270,5678,BE001MC,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",150.0,2681.0,3246784.0,T:Total,Y15-29:From 15 to 29 years,38.9,ICCS05012,16602,Bruxelles / Brussel,M,Burglary of private residential premises,BE,5113.367566182414,121.10346885490489,8.539613481051278,7.099230387692018,3.6609942506244,5.010635294096256
274,5682,BE001MC,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",150.0,2681.0,3246784.0,T:Total,Y15-74:From 15 to 74 years,127.3,ICCS05012,16602,Bruxelles / Brussel,M,Burglary of private residential premises,BE,5113.367566182414,121.10346885490489,8.539613481051278,7.099230387692018,4.846546505563361,5.010635294096256
278,5842,BE001MC,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",149.0,2681.0,3265847.0,T:Total,Y15-24:From 15 to 24 years,17.3,ICCS05012,16426,Bruxelles / Brussel,M,Burglary of private residential premises,BE,5029.629373329492,121.81450951137636,8.523101577144349,7.105084566884104,2.8507065015037334,5.003946305945459
282,5846,BE001MC,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",149.0,2681.0,3265847.0,T:Total,Y15-29:From 15 to 29 years,34.2,ICCS05012,16426,Bruxelles / Brussel,M,Burglary of private residential premises,BE,5029.629373329492,121.81450951137636,8.523101577144349,7.105084566884104,3.53222564406856,5.003946305945459
286,5850,BE001MC,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",149.0,2681.0,3265847.0,T:Total,Y15-74:From 15 to 74 years,111.7,ICCS05012,16426,Bruxelles / Brussel,M,Burglary of private residential premises,BE,5029.629373329492,121.81450951137636,8.523101577144349,7.105084566884104,4.715816706075155,5.003946305945459
290,6010,BE001MC,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",150.0,2681.0,3290046.0,T:Total,Y15-24:From 15 to 24 years,18.7,ICCS05012,15327,Bruxelles / Brussel,M,Burglary of private residential premises,BE,4658.597478576287,122.71712047743381,8.446469711556453,7.11246696617077,2.928523523860541,5.010635294096256
294,6014,BE001MC,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",150.0,2681.0,3290046.0,T:Total,Y15-29:From 15 to 29 years,35.3,ICCS05012,15327,Bruxelles / Brussel,M,Burglary of private residential premises,BE,4658.597478576287,122.71712047743381,8.446469711556453,7.11246696617077,3.563882963939251,5.010635294096256
298,6018,BE001MC,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",150.0,2681.0,3290046.0,T:Total,Y15-74:From 15 to 74 years,105.1,ICCS05012,15327,Bruxelles / Brussel,M,Burglary of private residential premises,BE,4658.597478576287,122.71712047743381,8.446469711556453,7.11246696617077,4.6549122778829055,5.010635294096256
302,6178,BE001MC,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",148.0,2681.0,3314298.0,T:Total,Y15-24:From 15 to 24 years,19.1,ICCS05012,11446,Bruxelles / Brussel,M,Burglary of private residential premises,BE,3453.5216809110107,123.62170831779187,8.147149766462416,7.119811256234947,2.9496883350525844,4.997212273764115
306,6182,BE001MC,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",148.0,2681.0,3314298.0,T:Total,Y15-29:From 15 to 29 years,36.0,ICCS05012,11446,Bruxelles / Brussel,M,Burglary of private residential premises,BE,3453.5216809110107,123.62170831779187,8.147149766462416,7.119811256234947,3.58351893845611,4.997212273764115
310,6186,BE001MC,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",148.0,2681.0,3314298.0,T:Total,Y15-74:From 15 to 74 years,108.5,ICCS05012,11446,Bruxelles / Brussel,M,Burglary of private residential premises,BE,3453.5216809110107,123.62170831779187,8.147149766462416,7.119811256234947,4.686750172980514,4.997212273764115
314,6242,BE002M,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",148.0,1004.0,1024987.0,T:Total,Y15-24:From 15 to 24 years,5.1,ICCS05012,6415,Antwerpen,M,Burglary of private residential premises,BE,6258.615962934165,102.09033864541831,8.741714347466624,6.928443187295713,1.62924053973028,4.997212273764115
318,6298,BE002M,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",150.0,1004.0,1030055.0,T:Total,Y15-24:From 15 to 24 years,7.0,ICCS05012,6320,Antwerpen,M,Burglary of private residential premises,BE,6135.594701253816,102.59511952191235,8.721862288266731,6.933375456586771,1.9459101490553128,5.010635294096256
322,6458,BE002M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",148.0,1004.0,1036031.0,T:Total,Y15-24:From 15 to 24 years,7.1,ICCS05012,4866,Antwerpen,M,Burglary of private residential premises,BE,4696.770656476495,103.19033864541832,8.45463045717393,6.939160323882136,1.9600947840472696,4.997212273764115
326,6462,BE002M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",148.0,1004.0,1036031.0,T:Total,Y15-29:From 15 to 29 years,11.7,ICCS05012,4866,Antwerpen,M,Burglary of private residential premises,BE,4696.770656476495,103.19033864541832,8.45463045717393,6.939160323882136,2.4595888418037104,4.997212273764115
330,6466,BE002M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",148.0,1004.0,1036031.0,T:Total,Y15-74:From 15 to 74 years,32.3,ICCS05012,4866,Antwerpen,M,Burglary of private residential premises,BE,4696.770656476495,103.19033864541832,8.45463045717393,6.939160323882136,3.475067230228611,4.997212273764115
334,6626,BE002M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",146.0,1004.0,1041811.0,T:Total,Y15-24:From 15 to 24 years,6.0,ICCS05012,4977,Antwerpen,M,Burglary of private residential premises,BE,4777.258063122774,103.7660358565737,8.47162203393685,6.9447238026343046,1.791759469228055,4.983606621708336
