DATAFLOW,LAST UPDATE,freq,unit,indic_is,ind_type,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,AT:Austria,2011,35.28,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,AT:Austria,2013,37.45,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,AT:Austria,2014,44.24,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,AT:Austria,2015,45.33,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,AT:Austria,2016,49.02,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,AT:Austria,2017,51.19,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,AT:Austria,2018,53.17,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,AT:Austria,2019,55.55,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,AT:Austria,2020,59.54,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,AT:Austria,2021,57.11,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,AT:Austria,2022,61.47,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,AT:Austria,2023,63.42,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BA:Bosnia and Herzegovina,2011,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BA:Bosnia and Herzegovina,2013,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BA:Bosnia and Herzegovina,2014,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BA:Bosnia and Herzegovina,2015,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BA:Bosnia and Herzegovina,2016,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BA:Bosnia and Herzegovina,2017,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BA:Bosnia and Herzegovina,2018,46.09,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BA:Bosnia and Herzegovina,2019,45.84,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BA:Bosnia and Herzegovina,2020,50.04,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BA:Bosnia and Herzegovina,2021,49.65,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BA:Bosnia and Herzegovina,2022,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BA:Bosnia and Herzegovina,2023,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BE:Belgium,2011,39.53,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BE:Belgium,2013,46.64,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BE:Belgium,2014,52.43,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BE:Belgium,2015,66.72,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BE:Belgium,2016,69.31,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BE:Belgium,2017,72.02,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BE:Belgium,2018,72.60,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BE:Belgium,2019,75.53,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BE:Belgium,2020,78.90,u
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BE:Belgium,2021,62.78,b
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BE:Belgium,2022,67.84,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BE:Belgium,2023,68.48,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BG:Bulgaria,2011,30.01,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BG:Bulgaria,2013,37.30,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BG:Bulgaria,2014,39.57,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BG:Bulgaria,2015,42.15,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BG:Bulgaria,2016,45.03,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BG:Bulgaria,2017,49.95,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BG:Bulgaria,2018,51.36,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BG:Bulgaria,2019,52.85,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BG:Bulgaria,2020,54.74,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BG:Bulgaria,2021,60.05,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BG:Bulgaria,2022,63.42,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,BG:Bulgaria,2023,64.20,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CH:Switzerland,2011,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CH:Switzerland,2013,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CH:Switzerland,2014,42.86,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CH:Switzerland,2015,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CH:Switzerland,2016,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CH:Switzerland,2017,52.72,b
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CH:Switzerland,2018,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CH:Switzerland,2019,53.26,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CH:Switzerland,2020,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CH:Switzerland,2021,67.10,b
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CH:Switzerland,2022,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CH:Switzerland,2023,69.11,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CY:Cyprus,2011,33.47,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CY:Cyprus,2013,44.33,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CY:Cyprus,2014,50.10,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CY:Cyprus,2015,54.04,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CY:Cyprus,2016,59.97,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CY:Cyprus,2017,63.04,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CY:Cyprus,2018,68.96,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CY:Cyprus,2019,71.72,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CY:Cyprus,2020,78.18,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CY:Cyprus,2021,78.62,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CY:Cyprus,2022,77.91,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CY:Cyprus,2023,82.56,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CZ:Czechia,2011,26.66,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CZ:Czechia,2013,36.30,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CZ:Czechia,2014,39.98,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CZ:Czechia,2015,40.64,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CZ:Czechia,2016,45.05,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CZ:Czechia,2017,48.35,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CZ:Czechia,2018,55.57,b
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CZ:Czechia,2019,58.95,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CZ:Czechia,2020,58.97,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CZ:Czechia,2021,61.50,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CZ:Czechia,2022,64.13,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,CZ:Czechia,2023,68.13,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,DE:Germany,2011,41.91,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,DE:Germany,2013,42.09,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,DE:Germany,2014,42.33,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,DE:Germany,2015,56.96,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,DE:Germany,2016,50.33,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,DE:Germany,2017,50.59,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,DE:Germany,2018,52.70,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,DE:Germany,2019,52.50,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,DE:Germany,2020,54.30,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,DE:Germany,2021,46.60,b
