DATAFLOW,LAST UPDATE,freq,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,BE:Belgium,2020,15.9,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,BE:Belgium,2021,18.2,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,BE:Belgium,2022,16.4,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,BG:Bulgaria,2003,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,BG:Bulgaria,2004,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,BG:Bulgaria,2005,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,BG:Bulgaria,2006,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,BG:Bulgaria,2007,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,BG:Bulgaria,2008,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,BG:Bulgaria,2009,19.4,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,BG:Bulgaria,2010,25.1,b
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,BG:Bulgaria,2011,28.2,b
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,BG:Bulgaria,2012,31.2,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,BG:Bulgaria,2013,31.5,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,BG:Bulgaria,2014,26.9,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,BG:Bulgaria,2015,24.7,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,BG:Bulgaria,2016,20.4,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,BG:Bulgaria,2017,16.1,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,BG:Bulgaria,2018,15.9,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,BG:Bulgaria,2019,12.1,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,BG:Bulgaria,2020,17.4,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,BG:Bulgaria,2021,15.8,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,BG:Bulgaria,2022,10.7,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CY:Cyprus,2003,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CY:Cyprus,2004,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CY:Cyprus,2005,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CY:Cyprus,2006,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CY:Cyprus,2007,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CY:Cyprus,2008,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CY:Cyprus,2009,13.8,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CY:Cyprus,2010,16.6,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CY:Cyprus,2011,22.4,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CY:Cyprus,2012,27.7,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CY:Cyprus,2013,38.9,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CY:Cyprus,2014,36.0,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CY:Cyprus,2015,32.8,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CY:Cyprus,2016,29.1,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CY:Cyprus,2017,24.7,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CY:Cyprus,2018,20.2,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CY:Cyprus,2019,16.6,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CY:Cyprus,2020,18.2,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CY:Cyprus,2021,17.1,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CY:Cyprus,2022,18.6,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CZ:Czechia,2003,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CZ:Czechia,2004,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CZ:Czechia,2005,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CZ:Czechia,2006,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CZ:Czechia,2007,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CZ:Czechia,2008,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CZ:Czechia,2009,16.6,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CZ:Czechia,2010,18.3,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CZ:Czechia,2011,18.1,b
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CZ:Czechia,2012,19.5,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CZ:Czechia,2013,19.0,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CZ:Czechia,2014,15.9,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CZ:Czechia,2015,12.6,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CZ:Czechia,2016,10.5,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CZ:Czechia,2017,7.9,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CZ:Czechia,2018,6.7,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CZ:Czechia,2019,5.6,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CZ:Czechia,2020,8.0,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CZ:Czechia,2021,8.2,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,CZ:Czechia,2022,6.8,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DE:Germany,2003,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DE:Germany,2004,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DE:Germany,2005,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DE:Germany,2006,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DE:Germany,2007,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DE:Germany,2008,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DE:Germany,2009,11.9,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DE:Germany,2010,10.5,b
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DE:Germany,2011,9.1,b
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DE:Germany,2012,8.6,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DE:Germany,2013,8.3,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DE:Germany,2014,8.3,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DE:Germany,2015,7.7,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DE:Germany,2016,7.5,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DE:Germany,2017,7.2,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DE:Germany,2018,6.6,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DE:Germany,2019,6.2,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DE:Germany,2020,8.0,b
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DE:Germany,2021,7.0,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DE:Germany,2022,6.0,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DK:Denmark,2003,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DK:Denmark,2004,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DK:Denmark,2005,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DK:Denmark,2006,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DK:Denmark,2007,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DK:Denmark,2008,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DK:Denmark,2009,13.5,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DK:Denmark,2010,15.6,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DK:Denmark,2011,16.4,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DK:Denmark,2012,15.8,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DK:Denmark,2013,14.8,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DK:Denmark,2014,14.2,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DK:Denmark,2015,12.2,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DK:Denmark,2016,12.2,b
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DK:Denmark,2017,12.4,b
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DK:Denmark,2018,10.5,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DK:Denmark,2019,10.1,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DK:Denmark,2020,11.6,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DK:Denmark,2021,10.8,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,DK:Denmark,2022,10.6,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,EA20:Euro area – 20 countries (from 2023),2003,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,EA20:Euro area – 20 countries (from 2023),2004,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,EA20:Euro area – 20 countries (from 2023),2005,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,EA20:Euro area – 20 countries (from 2023),2006,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,EA20:Euro area – 20 countries (from 2023),2007,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,EA20:Euro area – 20 countries (from 2023),2008,,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,EA20:Euro area – 20 countries (from 2023),2009,21.3,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,EA20:Euro area – 20 countries (from 2023),2010,22.1,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,EA20:Euro area – 20 countries (from 2023),2011,22.1,
ESTAT:TIPSUN20(1.0),14/12/23 23:00:00,A:Annual,T:Total,Y15-24:From 15 to 24 years,PC_ACT:Percentage of population in the labour force,EA20:Euro area – 20 countries (from 2023),2012,24.3,
